TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.253,0.05070804460881506,2.9828712285910886,-0.022444526036370815,5.1499431682825385,-0.24190223797191535,7.414373747364927,-0.6537511493122174,9.546665104632684,-1.4770116929469457,13.242142136146082,-2.348086621288661,17.215995684805225,-3.1314287784566517,20.284195645637276,-3.5520560596664508,23.607822534717656,-3.698361200956822,26.986843205282703,-4.283581766118283,31.10444762897673
7.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.859,108.247,0.027970092333307273,2.988874700961871,-0.008606192989285777,5.141846313158091,-0.24635204758612672,7.394526760201458,-0.6406443587148809,9.526079516811249,-1.481461502561157,13.240759742810841,-2.3525364309028722,17.214613291469984,-3.135878588070863,20.282813252302034,-3.556505869280662,23.606440141382414,-3.7210991532323234,27.003925405775686,-4.288031575732495,31.103065235641488
7.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.247,0.013933769826719677,2.981592236530494,-0.03657628532259305,5.188550865731031,-0.256033997258144,7.422766718946178,-0.708133928519348,9.558647819102815,-1.5094315948944643,13.250535107727334,-2.3805065232361793,17.224388656386477,-3.16384868040417,20.292588617218527,-3.584475961613969,23.634680100127127,-3.7307811029043405,26.995236176863955,-4.316001668065802,31.11284060055798
8.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.247,0.014131759286222012,2.9644066347628613,-0.022444526036370815,5.1499431682825385,-0.23840023836364166,7.427338280886305,-0.6361945491006695,9.52746191014649,-1.4770116929469457,13.242142136146082,-2.365939368524736,17.22962422637569,-3.1314287784566517,20.284195645637276,-3.5520560596664508,23.607822534717656,-3.698361200956822,26.986843205282703,-4.283581766118283,31.10444762897673
8.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.253,0.0,2.9949570625885134,-0.03657628532259283,5.180493596108191,-0.25603399725813736,7.444924175190579,-0.6678829783621689,9.577215532458336,-1.4911434522331677,13.272692563971734,-2.380071197574688,17.260174654201343,-3.1272723950815777,20.314746073462928,-3.566187818952673,23.656837556371528,-3.7124929602430443,27.017393633108355,-4.297713525404506,31.13499805680238
9.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.847,108.253,0.00817128591015881,2.975549601279118,-0.017432141721144045,5.1469858073035635,-0.2258861603977178,7.419465344462193,-0.6589484075061152,9.52164946247382,-1.4829721663230089,13.253285102662339,-2.371899911664529,17.240767192891948,-3.155677394494011,20.313803205981756,-3.558016533042514,23.637430095062136,-3.7043216743328853,26.99798617179896,-4.289542239494347,31.115590595492982
9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.247,0.00817128591015881,2.975549601279118,-0.028404999412434018,5.143292944887392,-0.24786271134797855,7.4255167138811835,-0.6684899925577841,9.530480410298756,-1.4829721663230089,13.253285102662339,-2.371899911664529,17.240767192891948,-3.1448400179621196,20.306280551941022,-3.558016533042514,23.637430095062136,-3.7226098169941753,27.016450765627184,-4.289542239494347,31.115590595492982
10.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.247,0.026459428571455446,2.9940141951073453,-0.017432141721144045,5.1469858073035635,-0.2258861603977178,7.419465344462193,-0.6589484075061152,9.52164946247382,-1.4829721663230089,13.253285102662339,-2.371899911664529,17.240767192891948,-3.155677394494011,20.313803205981756,-3.558016533042514,23.637430095062136,-3.7226098169941753,27.016450765627184,-4.289542239494347,31.115590595492982
10.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.853,108.247,0.014131759286222012,2.9644066347628613,-0.022444526036370815,5.12476411266511,-0.24190223797191535,7.414373747364927,-0.6625295191817209,9.53780203761072,-1.4770116929469457,13.242142136146082,-2.365939438288466,17.22962422637569,-3.1314287784566517,20.284195645637276,-3.5520560596664508,23.607822534717656,-3.698361200956822,26.986843205282703,-4.283581766118283,31.10444762897673
11.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.847,108.247,-0.010116856751137604,2.957085007450896,-0.010116856751137604,5.154371673009589,-0.22957456868668857,7.407052120052956,-0.6684899925577841,9.548945004126978,-1.4829721663230089,13.253285102662339,-2.371899911664529,17.240767192891948,-3.137389251832715,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.289542239494347,31.115590595492982
