stage,id,ping,mem,memExt,timestamp,init,drivers,p0,p1,p2,p3,yaw,pitch,roll
7,1257,78182,0.5642144680023193,0.005118250846862793,85046760,255,0,98.24666595458984,98.7403335571289,97.6781997680664,98.29154205322266,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6091474294662476,0.005118250846862793,88082404,255,0,98.25414276123047,98.91985321044922,98.29901885986328,97.95494842529297,-130.6738739013672,-4.010897636413574,-0.787397027015686
2,22877,21246,0.5980302095413208,0.005118250846862793,85002303,255,0,98.17935180664062,98.17186737060547,98.3139877319336,98.6131820678711,-14.658499717712402,0.7276886105537415,-2.018791913986206
0,62943,13177,0.6268860101699829,0.005118250846862793,86222285,255,0,98.62813568115234,98.51593780517578,98.62065887451172,98.13446807861328,-113.68818664550781,0.9574451446533203,-1.7724508047103882
3,31133,118451,0.6077063083648682,0.005118250846862793,88202389,255,0,97.75299835205078,98.37382507324219,98.36634063720703,98.91236877441406,128.43521118164062,-5.687164783477783,0.5173414945602417
6,35431,62841,0.59872967004776,0.005118250846862793,88602264,255,0,98.62065887451172,98.13446807861328,98.2017822265625,98.2616195678711,142.5131072998047,-9.56055736541748,-1.6996368169784546
5,4271,97226,0.5961650609970093,0.005118250846862793,85622526,255,0,98.46357727050781,98.23918914794922,98.0970687866211,98.23918914794922,124.59325408935547,-5.255476474761963,-1.2954087257385254
1,1609,15880,0.6153759956359863,0.005118250846862793,86444344,255,0,97.04989624023438,97.4388427734375,98.75529479980469,98.13446807861328,-64.09020233154297,1.2597501277923584,-0.9536123275756836
7,1257,78182,0.5642144680023193,0.005118250846862793,85062903,255,0,98.23918914794922,98.7403335571289,97.68567657470703,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
2,22877,21246,0.5980302095413208,0.005118250846862793,85022253,255,0,98.17935180664062,98.17186737060547,98.30650329589844,98.6131820678711,-14.658370971679688,0.7207531929016113,-2.0178990364074707
4,62872,51793,0.6091474294662476,0.005118250846862793,88103704,255,0,98.24666595458984,98.91985321044922,98.29154205322266,97.96991729736328,-130.6738739013672,-4.010897636413574,-0.787397027015686
0,62943,13177,0.6268860101699829,0.005118250846862793,86243606,255,0,98.63561248779297,98.53089904785156,98.6131820678711,98.15690612792969,-113.68829345703125,0.9612690806388855,-1.7783067226409912
6,35431,62841,0.59872967004776,0.005118250846862793,88622191,255,0,98.62065887451172,98.1195068359375,98.2017822265625,98.26910400390625,142.50709533691406,-9.556096076965332,-1.7080013751983643
5,4271,97226,0.5961650609970093,0.005118250846862793,85643115,255,0,98.45610046386719,98.23170471191406,98.0970687866211,98.23918914794922,124.59325408935547,-5.255476474761963,-1.2954087257385254
3,31133,118451,0.6077063083648682,0.005118250846862793,88223195,255,0,97.75299835205078,98.3588638305664,98.37382507324219,98.7403335571289,128.43521118164062,-5.687164783477783,0.5173414945602417
7,1257,78182,0.5642144680023193,0.005118250846862793,85082253,255,0,98.23918914794922,98.7403335571289,97.68567657470703,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6091474294662476,0.005118250846862793,88122228,255,0,98.24666595458984,98.91985321044922,98.29901885986328,97.96991729736328,-130.68023681640625,-4.011043548583984,-0.7871941924095154
1,1609,15880,0.6153759956359863,0.005118250846862793,86465285,255,0,97.02745819091797,97.4164047241211,98.75529479980469,98.13446807861328,-64.09020233154297,1.2597501277923584,-0.9536123275756836
2,22877,21246,0.5980302095413208,0.005118250846862793,85042216,255,0,98.17935180664062,98.17186737060547,98.32894134521484,98.6056900024414,-14.658499717712402,0.7276886105537415,-2.018791913986206
5,4271,97226,0.5961650609970093,0.005118250846862793,85662321,255,0,98.2616195678711,98.21674346923828,98.0970687866211,98.2616195678711,124.59317016601562,-5.261663913726807,-1.2921504974365234
6,35431,62841,0.59872967004776,0.005118250846862793,88642316,255,0,98.63561248779297,98.1195068359375,98.19430541992188,98.07463073730469,142.50709533691406,-9.556096076965332,-1.7080013751983643
0,62943,3925,0.6268860101699829,0.005118250846862793,86262604,255,0,98.62813568115234,98.53837585449219,98.62813568115234,98.15690612792969,-113.68818664550781,0.9574451446533203,-1.7724508047103882
3,31133,118451,0.6077063083648682,0.005118250846862793,88242222,255,0,97.75299835205078,98.38130187988281,98.38130187988281,98.92733001708984,128.43521118164062,-5.687164783477783,0.5173414945602417
7,1257,78182,0.5642144680023193,0.005118250846862793,85102466,255,0,98.24666595458984,98.7403335571289,97.68567657470703,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
1,1609,15880,0.6153759956359863,0.005118250846862793,86482372,255,0,97.02745819091797,97.4164047241211,98.7403335571289,98.14195251464844,-64.09020233154297,1.2597501277923584,-0.9536123275756836
2,22877,21246,0.5980302095413208,0.005118250846862793,85062244,255,0,98.17186737060547,98.17186737060547,98.30650329589844,98.6056900024414,-14.658398628234863,0.7198603749275208,-2.0248351097106934
4,62872,51793,0.6045393943786621,0.005118250846862793,88142701,255,0,98.25414276123047,98.91985321044922,98.29901885986328,97.96991729736328,-130.68023681640625,-4.011043548583984,-0.7871941924095154
5,4271,97226,0.5981462001800537,0.005118250846862793,85682527,255,0,98.44862365722656,98.23170471191406,98.0970687866211,98.23918914794922,124.59325408935547,-5.255476474761963,-1.2954087257385254
0,62943,3925,0.6293096542358398,0.005118250846862793,86282969,255,0,98.62065887451172,98.53089904785156,98.62065887451172,97.95494842529297,-113.68818664550781,0.9574451446533203,-1.7724508047103882
6,35431,62841,0.5959396362304688,0.005118250846862793,88664060,255,0,98.63561248779297,98.10455322265625,98.20926666259766,98.26910400390625,142.50650024414062,-9.553865432739258,-1.7013065814971924
3,31133,118451,0.6011557579040527,0.005118250846862793,88263408,255,0,97.75299835205078,98.38130187988281,98.38130187988281,98.9048843383789,128.43521118164062,-5.687164783477783,0.5173414945602417
1,1609,15880,0.6340445280075073,0.005118250846862793,86502603,255,0,97.02745819091797,97.42388916015625,98.76277160644531,98.14942932128906,-64.08052825927734,1.2635165452957153,-0.9475586414337158
7,1257,78182,0.5642144680023193,0.005118250846862793,85122936,255,0,98.23918914794922,98.73284912109375,97.66324615478516,98.4785385131836,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6045393943786621,0.005118250846862793,88162277,255,0,98.24666595458984,98.91985321044922,98.2765884399414,97.95494842529297,-130.68023681640625,-4.011043548583984,-0.7871941924095154
5,4271,97226,0.5981462001800537,0.005118250846862793,85702448,255,0,98.44862365722656,98.23170471191406,98.08958435058594,98.23918914794922,124.59325408935547,-5.255476474761963,-1.2954087257385254
2,22877,21246,0.5980302095413208,0.005118250846862793,85083065,255,0,98.18682861328125,98.16438293457031,98.3139877319336,98.6131820678711,-14.658370971679688,0.7207531929016113,-2.0178990364074707
6,35431,62841,0.5959396362304688,0.005118250846862793,88682315,255,0,98.65057373046875,98.14942932128906,98.2017822265625,98.26910400390625,142.50650024414062,-9.553865432739258,-1.7013065814971924
0,62943,3925,0.6293096542358398,0.005118250846862793,86302803,255,0,98.62065887451172,98.53089904785156,98.62065887451172,98.14195251464844,-113.68818664550781,0.9574451446533203,-1.7724508047103882
3,31133,118451,0.6011557579040527,0.005118250846862793,88282252,255,0,97.75299835205078,98.38877868652344,98.36634063720703,98.89740753173828,128.43521118164062,-5.687164783477783,0.5173414945602417
7,1257,78182,0.5642144680023193,0.005118250846862793,85142441,255,0,98.24666595458984,98.7403335571289,97.66324615478516,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
1,1609,15880,0.6340445280075073,0.005118250846862793,86522507,255,0,97.08729553222656,97.45381164550781,98.76277160644531,98.14942932128906,-64.08043670654297,1.2575887441635132,-0.9438471794128418
4,62872,51793,0.6045393943786621,0.005118250846862793,88182348,255,0,98.25414276123047,98.91236877441406,98.28406524658203,97.96991729736328,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
2,22877,21246,0.5980302095413208,0.005118250846862793,85102290,255,0,98.17935180664062,98.17935180664062,98.3139877319336,98.6056900024414,-14.658370971679688,0.7207531929016113,-2.0178990364074707
5,4271,97226,0.5981462001800537,0.005118250846862793,85723431,255,0,98.46357727050781,98.22422790527344,98.0970687866211,98.25414276123047,124.59325408935547,-5.255476474761963,-1.2954087257385254
3,31133,118451,0.6011557579040527,0.005118250846862793,88302287,255,0,97.76048278808594,98.38130187988281,98.37382507324219,98.89740753173828,128.43521118164062,-5.687164783477783,0.5173414945602417
6,35431,62841,0.5959396362304688,0.005118250846862793,88704164,255,0,98.62065887451172,98.12698364257812,98.18682861328125,98.2616195678711,142.50650024414062,-9.553865432739258,-1.7013065814971924
0,62943,3925,0.6293096542358398,0.005118250846862793,86322643,255,0,98.62813568115234,98.53089904785156,98.62065887451172,98.14195251464844,-113.68818664550781,0.9574451446533203,-1.7724508047103882
1,1609,15880,0.6340445280075073,0.005118250846862793,86542746,255,0,97.01249694824219,97.46128845214844,98.76277160644531,98.16438293457031,-64.08043670654297,1.2575887441635132,-0.9438471794128418
2,22877,21246,0.5980302095413208,0.005118250846862793,85122404,255,0,98.17935180664062,98.17935180664062,98.32146453857422,98.62813568115234,-14.658370971679688,0.7207531929016113,-2.0178990364074707
0,62943,3925,0.6293096542358398,0.005118250846862793,86343758,255,0,98.62813568115234,98.5234146118164,98.62065887451172,98.14195251464844,-113.68829345703125,0.9612690806388855,-1.7783067226409912
3,31133,118451,0.6011557579040527,0.005118250846862793,88323348,255,0,97.5959243774414,98.38130187988281,98.37382507324219,98.9048843383789,128.43521118164062,-5.687164783477783,0.5173414945602417
6,35431,62841,0.5959396362304688,0.005118250846862793,88722240,255,0,98.6430892944336,98.12698364257812,98.18682861328125,98.25414276123047,142.50650024414062,-9.553865432739258,-1.7013065814971924
1,1609,10735,0.6340445280075073,0.005118250846862793,86563762,255,0,97.08729553222656,97.46128845214844,98.76277160644531,98.13446807861328,-64.08047485351562,1.2538783550262451,-0.9497764110565186
5,4271,97226,0.5981462001800537,0.005118250846862793,85742974,255,0,98.46357727050781,98.22422790527344,98.10455322265625,98.25414276123047,124.59325408935547,-5.255476474761963,-1.2954087257385254
2,22877,21246,0.5980302095413208,0.005118250846862793,85142408,255,0,98.17935180664062,98.17186737060547,98.32146453857422,98.41122436523438,-14.658370971679688,0.7207531929016113,-2.0178990364074707
0,62943,3925,0.6293096542358398,0.005118250846862793,86363840,255,0,98.62813568115234,98.51593780517578,98.6131820678711,98.14942932128906,-113.68829345703125,0.9612690806388855,-1.7783067226409912
3,31133,118451,0.6011557579040527,0.005118250846862793,88343743,255,0,97.738037109375,98.38130187988281,98.37382507324219,98.91985321044922,128.43521118164062,-5.687164783477783,0.5173414945602417
7,1257,78182,0.5642144680023193,0.005118250846862793,85202395,255,0,98.23918914794922,98.73284912109375,97.6781997680664,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
1,1609,10735,0.6340445280075073,0.005118250846862793,86583352,255,0,97.02745819091797,97.46128845214844,98.8001708984375,98.12698364257812,-64.08043670654297,1.2575887441635132,-0.9438471794128418
4,62872,51793,0.6399887800216675,0.005118250846862793,88242515,255,0,98.24666595458984,98.91985321044922,98.29154205322266,97.96991729736328,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
2,22877,21246,0.6346503496170044,0.005118250846862793,85163475,255,0,98.17935180664062,98.17935180664062,98.32146453857422,98.41122436523438,-14.658370971679688,0.7207531929016113,-2.0178990364074707
5,4271,97226,0.5981462001800537,0.005118250846862793,85783128,255,0,98.47105407714844,98.23170471191406,98.10455322265625,98.25414276123047,124.59292602539062,-5.252232551574707,-1.2891957759857178
0,62943,3925,0.632851243019104,0.005118250846862793,86383709,255,0,98.43365478515625,98.53837585449219,98.62813568115234,98.14942932128906,-113.68829345703125,0.9612690806388855,-1.7783067226409912
3,31133,118451,0.6011557579040527,0.005118250846862793,88364705,255,0,97.75299835205078,98.37382507324219,98.37382507324219,98.89740753173828,128.43521118164062,-5.687164783477783,0.5173414945602417
1,1609,10735,0.6344859600067139,0.005118250846862793,86602483,255,0,97.02745819091797,97.43136596679688,98.75529479980469,98.15690612792969,-64.08047485351562,1.2538783550262451,-0.9497764110565186
6,35431,62841,0.5959396362304688,0.005118250846862793,88764399,255,0,98.59821319580078,98.0970687866211,98.21674346923828,98.2616195678711,142.50650024414062,-9.553865432739258,-1.7013065814971924
7,1257,78182,0.5669480562210083,0.005118250846862793,85222648,255,0,98.25414276123047,98.73284912109375,97.67072296142578,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6399887800216675,0.005118250846862793,88262315,255,0,98.2616195678711,98.91236877441406,98.29154205322266,97.96243286132812,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
2,22877,21246,0.6346503496170044,0.005118250846862793,85182290,255,0,98.17935180664062,98.17186737060547,98.32146453857422,98.6056900024414,-14.658344268798828,0.7216460108757019,-2.010962963104248
6,35431,62841,0.5959396362304688,0.005118250846862793,88782263,255,0,98.59821319580078,98.0970687866211,98.2017822265625,98.29154205322266,142.51260375976562,-9.55172348022461,-1.695204257965088
5,4271,97226,0.5981462001800537,0.005118250846862793,85802341,255,0,98.47105407714844,98.23170471191406,98.07463073730469,98.24666595458984,124.59317016601562,-5.261663913726807,-1.2921504974365234
0,62943,3925,0.632851243019104,0.005118250846862793,86403300,255,0,98.6131820678711,98.53837585449219,98.62065887451172,98.15690612792969,-113.688232421875,0.9554139971733093,-1.7821311950683594
3,31133,118451,0.6011557579040527,0.005118250846862793,88383230,255,0,97.75299835205078,98.36634063720703,98.38130187988281,98.91985321044922,128.43521118164062,-5.687164783477783,0.5173414945602417
1,1609,10735,0.6344859600067139,0.005118250846862793,86622343,255,0,97.09477233886719,97.42388916015625,98.76277160644531,98.15690612792969,-64.08047485351562,1.2538783550262451,-0.9497764110565186
7,1257,78182,0.5669480562210083,0.005118250846862793,85243116,255,0,98.25414276123047,98.53837585449219,97.67072296142578,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6399887800216675,0.005118250846862793,88282453,255,0,98.24666595458984,98.91236877441406,98.29154205322266,97.96243286132812,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
2,22877,21246,0.6346503496170044,0.005118250846862793,85202190,255,0,98.17935180664062,98.17186737060547,98.3139877319336,98.6056900024414,-14.659235000610352,0.7216740250587463,-2.0110902786254883
5,4271,97226,0.5981462001800537,0.005118250846862793,85823207,255,0,98.45610046386719,98.23918914794922,98.0970687866211,98.25414276123047,124.59325408935547,-5.255476474761963,-1.2954087257385254
3,31133,118451,0.6011557579040527,0.005118250846862793,88402207,255,0,97.76048278808594,98.38130187988281,98.36634063720703,98.91985321044922,128.43521118164062,-5.687164783477783,0.5173414945602417
6,35431,62841,0.5959396362304688,0.005118250846862793,88802443,255,0,98.6430892944336,98.1195068359375,98.2017822265625,98.29154205322266,142.51260375976562,-9.55172348022461,-1.695204257965088
0,62943,3925,0.632851243019104,0.005118250846862793,86422461,255,0,98.6131820678711,98.53089904785156,98.62065887451172,98.14195251464844,-113.688232421875,0.9554139971733093,-1.7821311950683594
1,1609,10735,0.6344859600067139,0.005118250846862793,86642412,255,0,97.0349349975586,97.47624206542969,98.75529479980469,98.13446807861328,-64.07457733154297,1.2502576112747192,-0.9556717276573181
7,1257,78182,0.5669480562210083,0.005118250846862793,85262371,255,0,98.26910400390625,98.74781036376953,97.67072296142578,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
2,22877,21246,0.6346503496170044,0.005118250846862793,85222370,255,0,98.17935180664062,98.17935180664062,98.3139877319336,98.62065887451172,-14.666172981262207,0.7215467095375061,-2.0111184120178223
0,62943,3925,0.632851243019104,0.005118250846862793,86442334,255,0,98.62813568115234,98.5234146118164,98.62065887451172,98.12698364257812,-113.688232421875,0.9554139971733093,-1.7821311950683594
3,31133,118451,0.6011557579040527,0.005118250846862793,88422404,255,0,97.76048278808594,98.38130187988281,98.36634063720703,98.91236877441406,128.43521118164062,-5.687164783477783,0.5173414945602417
5,4271,97226,0.5981462001800537,0.005118250846862793,85842823,255,0,98.45610046386719,98.22422790527344,98.0970687866211,98.25414276123047,124.59325408935547,-5.255476474761963,-1.2954087257385254
1,1609,10735,0.6344859600067139,0.005118250846862793,86662607,255,0,97.01998138427734,97.4388427734375,98.75529479980469,98.13446807861328,-64.07457733154297,1.2502576112747192,-0.9556717276573181
6,35431,62841,0.5959396362304688,0.005118250846862793,88822274,255,0,98.6430892944336,98.1195068359375,98.21674346923828,98.2616195678711,142.51260375976562,-9.55172348022461,-1.695204257965088
7,1257,78182,0.5669480562210083,0.005118250846862793,85282415,255,0,98.23918914794922,98.74781036376953,97.68567657470703,98.4785385131836,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.6399887800216675,0.005118250846862793,88322306,255,0,98.2616195678711,98.91985321044922,98.29154205322266,97.96991729736328,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
5,4271,97226,0.5981462001800537,0.005118250846862793,85862329,255,0,98.46357727050781,98.22422790527344,98.0970687866211,98.25414276123047,124.59325408935547,-5.255476474761963,-1.2954087257385254
6,35431,62841,0.5959396362304688,0.005118250846862793,88842340,255,0,98.4785385131836,98.13446807861328,98.20926666259766,98.25414276123047,142.51260375976562,-9.55172348022461,-1.695204257965088
0,62943,3925,0.632851243019104,0.005118250846862793,86462205,255,0,98.62813568115234,98.5234146118164,98.62065887451172,98.14195251464844,-113.688232421875,0.9554139971733093,-1.7821311950683594
2,22877,21246,0.6346503496170044,0.005118250846862793,85243542,255,0,98.17935180664062,98.16438293457031,98.32894134521484,98.55333709716797,-14.666328430175781,0.7275891304016113,-2.0189483165740967
7,1257,78182,0.5669480562210083,0.005118250846862793,85302248,255,0,98.23918914794922,98.73284912109375,97.68567657470703,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
3,31133,118451,0.6011557579040527,0.005118250846862793,88442293,255,0,97.738037109375,98.38130187988281,98.38130187988281,98.91236877441406,128.43521118164062,-5.687164783477783,0.5173414945602417
1,1609,10735,0.6344859600067139,0.005118250846862793,86682288,255,0,97.06485748291016,97.4388427734375,98.84504699707031,98.13446807861328,-64.07457733154297,1.2502576112747192,-0.9556717276573181
4,62872,51793,0.633143961429596,0.005118250846862793,88342593,255,0,98.25414276123047,98.91985321044922,98.26910400390625,97.96991729736328,-130.68003845214844,-4.0081257820129395,-0.7935612201690674
2,22877,21246,0.6360296010971069,0.005118250846862793,85262754,255,0,98.17186737060547,98.17935180664062,98.32146453857422,98.55333709716797,-14.666202545166016,0.7206533551216125,-2.018054723739624
0,62943,3925,0.6279662847518921,0.005118250846862793,86483897,255,0,98.62813568115234,98.53089904785156,98.5234146118164,98.13446807861328,-113.68807220458984,0.945734977722168,-1.7800997495651245
6,35431,62841,0.6371030807495117,0.005118250846862793,88862968,255,0,98.6430892944336,98.0970687866211,98.2017822265625,98.2616195678711,142.51319885253906,-9.553954124450684,-1.701899528503418
3,31133,118451,0.6337295770645142,0.005118250846862793,88462577,255,0,97.75299835205078,98.37382507324219,98.38130187988281,98.91985321044922,128.43521118164062,-5.687164783477783,0.5173414945602417
1,1609,10735,0.6359177231788635,0.005118250846862793,86702447,255,0,97.01998138427734,97.46128845214844,98.75529479980469,98.17935180664062,-64.07457733154297,1.2502576112747192,-0.9556717276573181
7,1257,78182,0.603819727897644,0.005118250846862793,85322605,255,0,98.25414276123047,98.73284912109375,97.67072296142578,98.48602294921875,-112.97586059570312,-0.3175008296966553,-1.0407263040542603
4,62872,51793,0.633143961429596,0.005118250846862793,88362423,255,0,98.25414276123047,98.91985321044922,98.26910400390625,97.94747161865234,-130.68017578125,-4.001774311065674,-0.7906362414360046
5,4271,97226,0.6287583112716675,0.005118250846862793,85902380,255,0,98.45610046386719,98.24666595458984,98.0970687866211,98.24666595458984,124.59325408935547,-5.255476474761963,-1.2954087257385254
2,22877,21246,0.6360296010971069,0.005118250846862793,85282636,255,0,98.17186737060547,98.18682861328125,98.32146453857422,98.59073638916016,-14.666328430175781,0.7275891304016113,-2.0189483165740967
6,35431,62841,0.6371030807495117,0.005118250846862793,88882426,255,0,98.6430892944336,98.0970687866211,98.20926666259766,98.2616195678711,142.51260375976562,-9.55172348022461,-1.695204257965088
