TIME,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,ORIGX,ORIGY,TARGX,TARGY,XEEX,XEEY,ERRORX,ERRORY,RMSE,AMPCTIME
3780.008653801,101.509,105.747,103.147,102.003,0.03713662758431213,2.9819192043212883,0.03593445902679937,5.378278399079893,0.12357890932112836,7.893350146053459,-0.30043498229115784,10.065125153257075,-1.0929620923342864,13.922682978403937,-1.7158762786828414,16.94314521915865,-1.912646826336724,19.239082899167638,-2.2313152565265897,21.428344273426845,-2.5923944521226963,23.736380747811012,-2.9639582988429174,26.92534283189994,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.8310571975981933,18.439447901685565,-7,29,-2.9639582988429174,26.92534283189994,-4.036041701157083,2.0746571681000603,4.538043078093014,0.08445799999989845
3780.508995727,101.453,105.953,103.122,102.022,0.05693055054651053,2.9749611719546216,0.04807334766459337,5.377852397098261,0.14727401994209655,7.910910894407419,-0.2886443541825672,10.078496882124988,-1.1101206207149932,13.969527982027035,-1.747832530895389,16.96808493040875,-1.989883644662439,19.261219787856046,-2.3074001361788072,21.44148102501124,-2.7192617445175697,23.73756577713293,-3.1049200966933697,26.903467968239912,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8417159789869044,18.43379830397677,-7,29,-3.1049200966933697,26.903467968239912,-3.8950799033066303,2.0965320317600877,4.42347081072536,0.07116699999976106
3781.00941893,101.422,106.09,103.128,102.015,0.04904445875561425,3.006806510565717,0.0341462751557422,5.426856148858445,0.12917116974184895,7.960134409094639,-0.31884925777232964,10.157888775241634,-1.2299356373936747,14.020578909976736,-1.8885699685972173,17.031474701469314,-2.1650854801187958,19.327295738078565,-2.518787580082061,21.497787667885127,-2.9552417396362536,23.786970173613938,-3.3717211486457774,26.939258896633273,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8320952818679037,18.446405934052233,-7,29,-3.3717211486457774,26.939258896633273,-3.6282788513542226,2.060741103366727,4.172656386319083,0.09799999999948739
3781.509795411,101.447,106.49,103.097,102.015,0.03623583833091204,3.020242477827681,0.029367738856121095,5.467126859995158,0.12693761423249428,8.01624157485014,-0.35107340269962894,10.175317665839376,-1.3112075897355255,14.034924357659802,-2.044942294864528,17.068951042464597,-2.332320855969825,19.365718750144147,-2.7238527559168526,21.548175926085612,-3.1960906848457915,23.804054205464645,-3.65101604708304,26.941053345456695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8269048605193332,18.44814713262795,-7,29,-3.65101604708304,26.941053345456695,-3.34898395291696,2.0589466545433055,3.931279033997762,199.87712500000043
3782.014202855,101.409,106.697,103.128,102.053,0.04144300297415637,3.0466140290716073,0.03283360085339271,5.474226893022374,0.12033405881353687,8.050632782446703,-0.41243422901657634,10.268429527539084,-1.429421947443488,14.127657550931392,-2.205818567398828,17.11266357913546,-2.540617487676477,19.38209615966025,-2.9659909348162037,21.579088117498845,-3.4659959436305448,23.830038635860188,-3.9924252200975205,26.940626498233037,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8312045385913092,18.44171315031806,-7,29,-3.9924252200975205,26.940626498233037,-3.0075747799024795,2.059373501766963,3.6450686243862913,0.07891699999973412
3782.509141651,101.384,106.953,103.115,102.034,0.03559624447440801,3.0548331625426304,-0.005558773831372488,5.523460550613915,0.05493809848044706,8.047329576604998,-0.49462371390649484,10.292649092582142,-1.5644733622744271,14.188917312083783,-2.407548478934795,17.137042049679604,-2.7735702951183123,19.385429794214932,-3.2154827687358463,21.585271908168735,-3.7991104884641036,23.812734841082445,-4.342902561506796,26.974348274144177,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.836103626612579,18.42805065819284,-7,29,-4.342902561506796,26.974348274144177,-2.657097438493204,2.0256517258558233,3.3411722062937463,0.07562500000091177
3783.010761873,101.409,107.172,103.247,102.003,0.0443630335650933,3.062507960148233,0.017677570515555185,5.5600189587678255,0.0880228487539303,8.123124119654522,-0.48517379839315855,10.337409729366534,-1.601248334693812,14.203064973132523,-2.482119764748589,17.152258096650534,-2.900474422761471,19.40291785175457,-3.3942576232753865,21.583684543641937,-3.9290719417145166,23.839204440401502,-4.515020282084427,27.063484117348636,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.832286155427173,18.430420716836682,-7,29,-4.515020282084427,27.063484117348636,-2.4849797179155733,1.9365158826513635,3.150431393033778,0.07233399999861945
3783.510318355,101.397,107.434,103.278,102.003,0.03676827510150371,3.065594784031017,-0.005672628235153132,5.566138511043661,0.03180221390154436,8.163306925620423,-0.550104295134346,10.395046783190995,-1.7353889142945516,14.229610644234022,-2.664116029183179,17.179899201419087,-3.1054090008978137,19.48598823817293,-3.6320525915366084,21.635912048493285,-4.196147583699558,23.89196444772989,-4.836431263941694,27.082229049782505,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8281438643251184,18.432175439284837,-7,29,-4.836431263941694,27.082229049782505,-2.1635687360583056,1.9177709502174949,2.8911719238307234,193.0028749999977
3784.011061317,101.322,107.709,103.29,101.972,0.03021494956656201,3.0923213369262985,-0.031725194746055285,5.560062911353233,-0.0038308658211425595,8.209183281880525,-0.6218526614663022,10.449892847842145,-1.895712658104641,14.268290609875832,-2.8480109832336633,17.232926305228027,-3.315202483148217,19.514146631062037,-3.8404463343523605,21.637609294483603,-4.425996184309055,23.930323221401427,-5.089753963682481,27.08187489337317,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.8321254197983143,18.426373698011176,-7,29,-5.089753963682481,27.08187489337317,-1.9102460363175187,1.9181251066268317,2.707072929187351,0.08270800000076406
3784.508721261,101.365,107.89,103.265,101.997,0.02580141709081185,3.0999082293610893,-0.053374274758007045,5.6072882738885035,-0.02900943235012443,8.24344263172087,-0.6850184149489684,10.490079034776148,-2.0003783417633603,14.33055620904041,-3.0354588644137204,17.266881367938627,-3.5571933210544397,19.51899324884513,-4.100402727442521,21.653653678641035,-4.743894422943966,23.901858850898524,-5.463743913800797,27.06063058026532,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8340375040499515,18.430211096813974,-7,29,-5.463743913800797,27.06063058026532,-1.5362560861992032,1.9393694197346782,2.4741132772341117,0.0742079999973555
3785.008549946,101.378,108.172,103.403,102.003,0.044118581462871065,3.1417510906681105,-0.03073064304249229,5.699892990371973,-0.034715547174619,8.312360285638322,-0.7008810123219993,10.57179196249907,-2.056830034082232,14.43392085652821,-3.1338458125701303,17.30840979921159,-3.6720858090993156,19.580797345862944,-4.270394049596696,21.71160854346767,-4.949396598769724,23.973383231227395,-5.677498859570787,27.13329181112057,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.8352865538325425,18.45704245972061,-7,29,-5.677498859570787,27.13329181112057,-1.322501140429213,1.8667081888794286,2.287708182628651,0.0804169999994997
3785.509122705,101.44,108.403,103.484,101.959,0.041627179215557364,3.1756960104744003,-0.0687111326783083,5.712788002736636,-0.07717319380594989,8.305449586825175,-0.7763296467766438,10.5891295669579,-2.2340042296510414,14.426046581804231,-3.371744589258314,17.30445575700906,-3.915094639321643,19.588152641982326,-4.5313416457314855,21.72314609713689,-5.201589126120096,23.99657498196557,-5.971040627445145,27.14420726665789,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8325506994830065,18.436012838087642,-7,29,-5.971040627445145,27.14420726665789,-1.028959372554855,1.8557927333421098,2.121962313400938,262.6610420000013
3786.010970853,101.497,108.516,103.603,101.909,0.03740786895800774,3.19947774014744,-0.07521422832923452,5.69363481840371,-0.11430647273132477,8.343735669682376,-0.8495480743808776,10.619661399458955,-2.3319993847121134,14.440292290928106,-3.505346034770594,17.325637522206904,-4.097787424814628,19.58605475127119,-4.730985342751227,21.741276538617086,-5.435508021664559,23.981693650837343,-6.209999254686129,27.131814328057295,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8293025003164776,18.430437621677225,-7,29,-6.209999254686129,27.131814328057295,-0.7900007453138711,1.8681856719427046,2.0283537370114924,0.08275000000068644
3786.516141612,101.865,108.516,103.872,101.809,0.026290321295256325,3.217603110175478,-0.07081074183027725,5.755780393200446,-0.14403251809344209,8.376115201254562,-0.8916273225526008,10.65450396629796,-2.4079536666658763,14.453782353679804,-3.6365565378035907,17.35057047152079,-4.262822731745646,19.59237209018135,-4.908131074719094,21.76103491624138,-5.641972936934,24.043523105115966,-6.3784635883661425,27.243703241387884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8321220711393833,18.44138519641156,-7,29,-6.3784635883661425,27.243703241387884,-0.6215364116338575,1.756296758612116,1.8630313511313001,0.13679199999927505
3787.108513297,101.922,108.403,104.115,101.834,0.02511159335029234,3.2122070850747964,-0.0821292090291037,5.757859688586986,-0.13516861789365686,8.387749112514868,-0.8909475447888868,10.665424493287436,-2.422748041838781,14.450289813624039,-3.6580046982794734,17.357635004382864,-4.311994439540777,19.613880118801635,-4.977930521551137,21.801418889809717,-5.709912203727893,24.06285717124268,-6.433194069992651,27.325624098649463,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.8249458950426114,18.44013085724342,-7,29,-6.433194069992651,27.325624098649463,-0.5668059300073489,1.6743759013505368,1.7677114078137637,0.07491600000264498
3787.512524685,101.965,107.984,104.228,101.784,0.031403723488337976,3.211493700803974,-0.07328205212398586,5.751324277233849,-0.1344285642691152,8.373643713567477,-0.8889115601566635,10.643346771540923,-2.414229053509248,14.441708916565446,-3.6461403996743127,17.353041959207886,-4.324223741969799,19.61241108815863,-5.006723965399978,21.796131055688505,-5.724768529091081,24.11172906524665,-6.43338996654032,27.348088096002343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.832061795278562,18.43262848901134,-7,29,-6.43338996654032,27.348088096002343,-0.5666100334596802,1.6519119039976573,1.7463847996894457,64.18008300000011
3788.012963889,102.028,107.79,104.472,101.759,0.00768517225482146,3.2098877409525777,-0.1316692693070307,5.773855048706864,-0.24124743562275008,8.363886239607224,-0.994578492836814,10.600876740649825,-2.5271089975344427,14.429556026700535,-3.766661983388187,17.33997282698565,-4.450006068869873,19.60271278114027,-5.1053202047397965,21.813226920927594,-5.81069344302251,24.185194121269625,-6.451238318661542,27.42579035030691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8303573278808682,18.4323242018816,-7,29,-6.451238318661542,27.42579035030691,-0.5487616813384584,1.5742096496930884,1.6671158940194433,0.08279200000060882
3788.513815389,102.047,107.803,104.659,101.765,0.013515187459902211,3.222911230105341,-0.1265927023622344,5.7856951990217595,-0.2495755503930126,8.382075848029313,-0.9906973971316555,10.621588551280627,-2.5322726296115405,14.44816149419993,-3.7695384814129707,17.37332776785705,-4.476738413144492,19.638451304527944,-5.155873234345433,21.849475970499604,-5.828794618893292,24.235739594487143,-6.435290330485682,27.526126495611795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.8329525385551566,18.453323394801597,-7,29,-6.435290330485682,27.526126495611795,-0.5647096695143183,1.4738735043882052,1.5783536098671107,0.08683300000100758
