TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
20.276,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,192.399,100.547,108.278,101.647,0.0460860581143856,2.797016735083833,0.14630514129037153,4.571833403693606,0.16459328395166795,6.407214058393835,0.1109853007055146,8.249162948012593,0.18288142661295792,11.89119842537646,0.34747471056461965,15.270219095941512,0.47549170919369477,17.74447466892357,1.1887292729842307,20.163336460420954,2.450611116613634,22.48987528277722,3.9685269575011883,25.610391639747128
20.863,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.653,100.553,108.409,101.803,0.05486442798388924,2.8066182618900903,0.14630514129037153,4.552548220730786,0.16459328395166795,6.388749464565608,0.08273210716478152,8.226416217201667,0.17244379624137962,11.907231117019192,0.34747471056461965,15.27021909594151,0.5120679945162876,17.726010075095342,1.2435937009681135,20.181801054249178,2.5237636872588203,22.489875282777216,4.114832098791553,25.628856233575352
21.36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.653,100.565,108.578,101.99,0.07666712772446038,2.801831938038262,0.11005290848342075,4.5468711526561165,0.13898985632035865,6.396135330271635,0.08412542833646919,8.224130119265848,0.14584790981834406,11.898584291082486,0.34015942559460677,15.286837258561647,0.5413289948688613,17.751860534629593,1.2728547013206937,20.244580701439876,2.5896009729339866,22.60804871145259,4.18066938446672,25.747029662250725
21.86,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.653,100.553,108.697,102.109,0.03657628532259283,2.8045665777431132,0.12801699862907512,4.577167585252647,0.14630514129037153,6.396955919406235,0.09144071330648207,8.233157163241064,0.1576942093817304,11.883065647465873,0.34747471056461965,15.3235611932792,0.5486442798388742,17.81628136008948,1.324061556583306,20.320080255021967,2.651780685887889,22.690934130740704,4.224560954759326,25.866844269195287
22.343,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.653,100.559,108.803,102.259,0.0595670613476631,2.8229726385609553,0.11736819345343363,4.557949880778317,0.14630514129037153,6.407214058393835,0.1097288559677787,8.235208847388048,0.1645932839516615,11.89119842537646,0.3573221397989863,15.33555531851669,0.5486442798388742,17.87372682572114,1.341618156794854,20.378264321311594,2.6700688285491854,22.78530878402881,4.224560954759326,25.979683516311617
22.868,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.665,100.572,108.941,102.397,0.04707502871972835,2.819611885824571,0.1371610699597201,4.571012814559014,0.1535573598504434,6.400846991077749,0.07707147829081151,8.248397863104445,0.1634502750353286,11.89119842537646,0.3612805337145455,15.353008016764864,0.5760764938308156,17.892191419549363,1.3697819132365439,20.432919502138297,2.697501042541127,22.87763175316993,4.251993168751267,26.108935673109187
23.449,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.659,100.565,109.103,102.559,0.00950977279179277,2.815481328912057,0.1371610699597201,4.579219269399628,0.12801699862907512,6.425678652222059,0.07440901538292177,8.267627541840817,0.1463051412903651,11.909663019204684,0.3365018528733361,15.399471252739081,0.5486442798388742,17.96604979486226,1.3423496992446025,20.525242471279416,2.6700688285491854,22.988419316139275,4.224560954759326,26.238187829906757
23.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.659,100.559,109.322,102.759,0.05486442798388924,2.8066182618900974,0.11811089809962927,4.557677290224593,0.14630514129037153,6.392442326981788,0.09144071330648207,8.235208847388048,0.1645932839516615,11.89119842537646,0.34747471056461965,15.399471252739083,0.585220565161467,17.984514388690485,1.391561451419491,20.5869030180263,2.6883569712104816,23.05388471987092,4.242849097420622,26.367439986704326
24.686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.653,100.559,109.428,102.872,0.08159872564288317,2.828592723235637,0.10860203223629572,4.561459748295636,0.13753891030950394,6.392259332082935,0.08267448232561447,8.238718714905367,0.14503592979043978,11.902851072835027,0.35353382985180226,15.431060412579141,0.5764543341805994,18.024953443864252,1.3628444686163148,20.64692576747211,2.679590740229614,23.158110528110615,4.215794723778458,26.463272823362768
25.314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.659,100.565,109.797,103.047,0.0595670613476631,2.8045079742958947,0.11736826321716332,4.5394852869500895,0.14630514129037153,6.370284870737388,0.09144071330648207,8.23520884738804,0.1645932839516615,11.872733831548233,0.36576285322591606,15.436400440395529,0.585220565161467,18.05837276400338,1.3716106995971824,20.698809681439457,2.692114864172337,23.26892936503496,4.206272812098029,26.64440889412769
25.869,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.653,100.559,110.109,103.022,0.0595670613476631,2.820920883977138,0.11736826321716332,4.5558981966313326,0.14630514129037153,6.390390713271643,0.09144071330648207,8.233157163241064,0.15769413961800072,11.883065647465873,0.3476082383396404,15.461439185836474,0.585220565161467,18.11171486134107,1.3716106995971824,20.770616372605375,2.6883569712104816,23.35565950855678,4.224560954759326,26.69775099146538
26.61,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.659,100.559,110.291,103.134,0.09036495662375077,2.8230311715713334,0.15544921262101652,4.55870299142442,0.14630514129037153,6.386697780418631,0.07315257064518565,8.251621757069284,0.1538020910075777,11.897289521170723,0.36576285322591606,15.489742537733218,0.5712867953347474,18.160074538676646,1.3898988422584788,20.807545560261822,2.6819023613503825,23.374124102385004,4.2611372400819185,26.75314477295005
27.143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.659,100.559,110.528,103.322,0.0595670613476631,2.822972568124122,0.11811089809962927,4.557677290224593,0.14630514129037153,6.407214058393835,0.09927852859774045,8.243122284992616,0.1645932839516615,11.89119842537646,0.32918656790332324,15.491794221880202,0.6035087078227634,18.16916032697273,1.4081869849197752,20.90192021354993,2.761509541855661,23.542357130986005,4.297713525404512,26.902913207722833
27.735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.659,100.559,110.753,103.422,0.05486442798388924,2.7943085796291705,0.11736826321716332,4.557949880778317,0.14630514129037153,6.407214058393835,0.09144071330648207,8.235208847388048,0.1645932839516615,11.89119842537646,0.34747471056461965,15.510258815708426,0.62179685048406,18.206089514629177,1.444763270242368,20.9573139950346,2.761509541855661,23.59775091247068,4.297713525404512,27.032165364520402
28.297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.647,100.553,111.009,103.397,0.03657628532259283,2.78815366806187,0.11637915308436142,4.554040213782203,0.14630514129037153,6.388749464565615,0.09144071330648207,8.235208847388048,0.15769413961800072,11.885117331612857,0.32918656790332324,15.52872340953665,0.585220565161467,18.26148329611385,1.4081869849197752,20.99424318269105,2.761509541855661,23.653144693955355,4.334289810727098,27.06909455217685
28.883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.653,100.547,111.253,103.365,0.03657628532259283,2.78815366806187,0.12025843493260147,4.555998639558874,0.14630514129037153,6.399007603553219,0.09144071330648207,8.235208847388048,0.15316319478835694,11.909663019204686,0.34747471056461965,15.547188003364873,0.5712867953347474,18.309842973449424,1.4081869849197752,21.031172370347498,2.743221399194371,23.671609287783575,4.370866096049691,27.106023739833297
29.574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.647,100.547,111.547,103.334,0.04789754307052618,2.8057390693082986,0.1149540196527914,4.559875482989607,0.13933825637700847,6.410438093232347,0.04005979754299749,8.275655157555883,0.15762639903829845,11.902628915055589,0.3222196829899602,15.577083086872227,0.578253680248104,18.32830756727765,1.3829319573451158,21.0979966415113,2.7362545142810077,23.719968965119154,4.382187353797624,27.135918823340653
30.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.64,100.64,111.872,103.284,0.08046785561519232,2.8066182618900974,0.14020904722745087,4.548444993310479,0.16459328395166795,6.399007603553219,0.12618821226843657,8.235208847388048,0.17259434636598003,11.89119842537646,0.3576348208269988,15.584117191021322,0.585220565161467,18.35380626525497,1.4081869849197752,21.12349533948862,2.7840778287451524,23.77100383347033,4.480594952017469,27.161417521317972
31.032,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,100.634,100.528,112.234,103.253,0.027797985216818866,2.797016735083833,0.12192090456615445,4.548444993310479,0.14630514129037153,6.399007603553219,0.06444396450348511,8.244880811029894,0.1538020910075777,11.899341205317707,0.3413786165017054,15.590272032151788,0.6035087078227634,18.372270859083194,1.4264751275810716,21.141959933316844,2.8163739698395505,23.782396850752924,4.572035665323946,27.23527589663087
31.413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.647,100.54,112.416,103.397,0.06854076965500866,2.7817311669561775,0.13437805533018787,4.517402986809262,0.1526661979914843,6.367555232047868,0.09780177000759482,8.210321752454128,0.1526661979914843,11.884775924270766,0.35882345522130965,15.577694689915628,0.6255911601118295,18.371355321094228,1.4511243269434808,21.15400202603937,2.9141757398471455,23.812903537303676,4.688125577992831,27.21038880169695
32.152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.64,100.534,112.691,103.415,0.09036495662375077,2.8250828557183176,0.12801699862907512,4.542290081743182,0.14630514129037153,6.407214058393835,0.09144071330648207,8.235208847388048,0.1538020910075777,11.899341205317707,0.35079978935918477,15.617689218220004,0.62179685048406,18.42766464056787,1.4996276982262575,21.215818308629743,2.97276917860958,23.90146165758265,4.754917091936903,27.290669678115542
32.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,100.64,100.528,113.041,103.384,0.04114832098791865,2.8204667072612644,0.10197022250757537,4.574463233387098,0.12801699862907512,6.407214058393839,0.06531482511765718,8.245760003611696,0.13551394834628128,11.917805799145931,0.3390339971376899,15.649453413596502,0.6035087078227636,18.48305842205254,1.4996276982262575,21.271212090114414,2.9443909684686194,23.911649007550494,4.7914933772594965,27.32759886577199
